0.000000000,IC86.D.IN,0
0.000001000,IC86.D.IN,1
0.000002000,IC86.D.IN,2
0.000003000,IC86.D.IN,3
0.000004000,IC86.D.IN,4
0.000005000,IC86.D.IN,5
0.000006000,IC86.D.IN,6
0.000007000,IC86.D.IN,7
0.000008000,IC86.D.IN,8
0.000009000,IC86.D.IN,9
0.000010000,IC86.D.IN,10
0.000011000,IC86.D.IN,11
0.000012000,IC86.D.IN,12
0.000013000,IC86.D.IN,13
0.000014000,IC86.D.IN,14
0.000015000,IC86.D.IN,15
0.000016000,IC86.D.IN,16
0.000017000,IC86.D.IN,17
0.000018000,IC86.D.IN,18
0.000019000,IC86.D.IN,19
0.000020000,IC86.D.IN,20
0.000021000,IC86.D.IN,21
0.000022000,IC86.D.IN,22
0.000023000,IC86.D.IN,23
0.000024000,IC86.D.IN,24
0.000025000,IC86.D.IN,25
0.000026000,IC86.D.IN,26
0.000027000,IC86.D.IN,27
0.000028000,IC86.D.IN,28
0.000029000,IC86.D.IN,29
0.000030000,IC86.D.IN,30
0.000031000,IC86.D.IN,31
0.000032000,IC86.D.IN,32
0.000033000,IC86.D.IN,33
0.000034000,IC86.D.IN,34
0.000035000,IC86.D.IN,35
0.000036000,IC86.D.IN,36
0.000037000,IC86.D.IN,37
0.000038000,IC86.D.IN,38
0.000039000,IC86.D.IN,39
0.000040000,IC86.D.IN,40
0.000041000,IC86.D.IN,41
0.000042000,IC86.D.IN,42
0.000043000,IC86.D.IN,43
0.000044000,IC86.D.IN,44
0.000045000,IC86.D.IN,45
0.000046000,IC86.D.IN,46
0.000047000,IC86.D.IN,47
0.000048000,IC86.D.IN,48
0.000049000,IC86.D.IN,49
0.000050000,IC86.D.IN,50
0.000051000,IC86.D.IN,51
0.000052000,IC86.D.IN,52
0.000053000,IC86.D.IN,53
0.000054000,IC86.D.IN,54
0.000055000,IC86.D.IN,55
0.000056000,IC86.D.IN,56
0.000057000,IC86.D.IN,57
0.000058000,IC86.D.IN,58
0.000059000,IC86.D.IN,59
0.000060000,IC86.D.IN,60
0.000061000,IC86.D.IN,61
0.000062000,IC86.D.IN,62
0.000063000,IC86.D.IN,63
0.000064000,IC86.D.IN,64
0.000065000,IC86.D.IN,65
0.000066000,IC86.D.IN,66
0.000067000,IC86.D.IN,67
0.000068000,IC86.D.IN,68
0.000069000,IC86.D.IN,69
0.000070000,IC86.D.IN,70
0.000071000,IC86.D.IN,71
0.000072000,IC86.D.IN,72
0.000073000,IC86.D.IN,73
0.000074000,IC86.D.IN,74
0.000075000,IC86.D.IN,75
0.000076000,IC86.D.IN,76
0.000077000,IC86.D.IN,77
0.000078000,IC86.D.IN,78
0.000079000,IC86.D.IN,79
0.000080000,IC86.D.IN,80
0.000081000,IC86.D.IN,81
0.000082000,IC86.D.IN,82
0.000083000,IC86.D.IN,83
0.000084000,IC86.D.IN,84
0.000085000,IC86.D.IN,85
0.000086000,IC86.D.IN,86
0.000087000,IC86.D.IN,87
0.000088000,IC86.D.IN,88
0.000089000,IC86.D.IN,89
0.000090000,IC86.D.IN,90
0.000091000,IC86.D.IN,91
0.000092000,IC86.D.IN,92
0.000093000,IC86.D.IN,93
0.000094000,IC86.D.IN,94
0.000095000,IC86.D.IN,95
0.000096000,IC86.D.IN,96
0.000097000,IC86.D.IN,97
0.000098000,IC86.D.IN,98
0.000099000,IC86.D.IN,99
0.000100000,IC86.D.IN,100
0.000101000,IC86.D.IN,101
0.000102000,IC86.D.IN,102
0.000103000,IC86.D.IN,103
0.000104000,IC86.D.IN,104
0.000105000,IC86.D.IN,105
0.000106000,IC86.D.IN,106
